age,income_group,income_section,state,nuts2,district,plz,education,children,job_field_maingroup,job_field_group,religion,religion_practice,religion_christian,religion_islam,migration_b_germany,migration_b_g_city,migration_b_g_state,migration_b_g_nuts2,migration_b_g_district,migration_b_country,migration_s_germany,migration_s_g_city,migration_s_g_state,migration_s_g_nuts2,migration_s_g_district,migration_s_country,migration_region,subject_well_being,innovation,climate_state_manmade,politics_orientation,politics_climate,soc_inequ_climate,covid_coping,covid_finance,unemployment_rate,patent,job_Fulltime,job_Lehre,job_Other,job_Parttime,job_Pensioner,job_Selfemployed,job_Student (School),job_Student (Uni),"job_Unemployed, job seeking","job_Unemployed, not job seeking",marital_status_Divorced,marital_status_Married,marital_status_Umarried,marital_status_Widowed,gender_Female,gender_Male,politics_vote_AfD,politics_vote_Bündnis 90|Die Grünen,politics_vote_CDU|CSU,politics_vote_Die Linke,politics_vote_FDP,politics_vote_Other,politics_vote_SPD
36,1.0,16.0,7,19,201,21337,6.0,1.0,10,28,6,1.0,7,4,1,1350,8,19,203,92,1,2639,8,19,200,82,0,8.1,4.0,2.0,-0.2593763665229915,3.0,1.0,-0.94753951,1.6212416,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
51,1.0,18.0,7,19,201,21337,5.0,1.0,4,43,6,0.0,7,4,1,1350,8,19,203,92,1,2639,8,19,200,82,0,5.0,6.0,2.0,-0.0313491302914166,2.0,3.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
50,1.0,17.0,7,19,201,21337,5.0,1.0,3,13,6,0.0,7,4,1,1350,8,19,203,92,1,2186,8,19,200,82,0,7.4,6.0,3.0,-1.114478502391399,3.0,3.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53,0.0,9.0,7,19,201,21337,4.0,1.0,10,28,1,0.0,6,4,1,1350,8,19,203,92,1,2639,8,19,200,82,0,7.0,4.0,3.0,-0.1453627484072038,3.0,2.0,0.18058881,-0.041041251,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
71,1.0,16.0,7,19,201,21337,5.0,2.0,9,44,1,2.0,6,4,1,2324,14,30,74,92,1,4212,14,30,318,82,2010,8.2,6.0,3.0,-0.6584240299282483,3.0,3.0,0.18058881,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
42,0.0,3.0,7,19,201,21337,3.0,1.0,10,28,1,1.0,4,4,1,2302,8,38,404,92,1,4435,6,38,401,82,1999,7.0,4.0,3.0,-2.368628301665062,3.0,4.0,0.18058881,2.4523828,7,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
33,2.0,19.0,7,19,201,21337,4.0,,3,12,1,1.0,6,4,1,1350,8,19,203,92,1,832,8,19,200,82,0,4.0,6.0,2.0,0.2536849149980525,1.0,1.0,-0.94753951,1.6212416,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
61,2.0,20.0,7,19,201,21337,5.0,,10,28,6,1.0,7,4,1,1350,8,19,203,92,1,2639,8,19,200,82,1959,6.3,4.0,2.0,1.336814287098035,3.0,1.0,-0.94753951,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
38,0.0,7.0,7,19,201,21337,3.0,1.0,4,43,6,0.0,7,4,1,2423,8,19,136,92,1,3457,14,30,265,82,2010,1.9,4.0,1.0,0.0256576787664775,0.0,4.0,-0.94753951,2.4523828,7,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
21,1.0,16.0,7,19,201,21337,4.0,,3,40,6,0.0,7,4,1,1350,8,19,203,92,1,458,8,19,360,82,0,9.5,6.0,2.0,-0.0883559393493102,3.0,1.0,0.18058881,0.79010016,7,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
46,2.0,19.0,7,19,201,21337,5.0,2.0,3,40,6,0.0,7,4,1,2422,8,19,136,92,1,2724,8,19,133,82,0,9.1,6.0,1.0,-0.0883559393493102,2.0,4.0,1.3087171,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
51,1.0,18.0,7,19,201,21354,2.0,1.0,10,28,6,0.0,7,4,1,2222,8,38,363,92,1,198,8,38,401,82,2002,8.2,4.0,3.0,-0.8864512661598235,2.0,3.0,1.3087171,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
30,2.0,21.0,7,19,201,21354,3.0,,10,28,1,0.0,6,4,1,814,8,19,133,92,1,502,8,19,200,82,1971,,4.0,2.0,0.2536849149980525,4.0,2.0,-0.94753951,0.79010016,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33,2.0,19.0,7,19,201,21354,6.0,1.0,3,40,6,0.0,7,4,0,2513,16,38,404,65,1,2639,8,19,200,82,1996,7.7,2.0,2.0,0.8237530055769905,2.0,2.0,1.3087171,-0.041041251,7,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
44,1.0,18.0,7,19,201,21357,6.0,1.0,10,28,1,1.0,6,4,1,1350,8,19,203,92,1,317,8,19,200,82,0,7.2,6.0,3.0,-0.487403602754567,0.0,4.0,0.18058881,-0.041041251,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
41,1.0,18.0,7,19,201,21357,3.0,2.0,4,43,6,0.0,7,4,1,2437,8,3,120,92,1,4734,8,3,117,82,2013,1.9,0.0,2.0,-0.3163831755808856,4.0,2.0,-0.94753951,-0.87218261,7,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
58,0.0,11.0,7,19,201,21357,6.0,2.0,7,9,6,0.0,7,4,1,1350,8,19,203,92,1,3574,8,19,200,82,0,8.0,6.0,3.0,-0.0883559393493102,3.0,4.0,-0.94753951,0.79010016,7,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
60,1.0,17.0,7,19,201,21357,4.0,1.0,6,18,1,0.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,2007,6.4,6.0,3.0,0.0256576787664775,3.0,3.0,1.3087171,-0.041041251,7,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
43,0.0,7.0,7,19,201,21365,3.0,3.0,8,38,6,0.0,7,4,1,1350,8,19,203,92,1,2639,8,19,200,82,1978,7.2,4.0,2.0,-0.0883559393493102,0.0,2.0,-0.94753951,1.6212416,7,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
34,1.0,15.0,7,19,134,21376,5.0,3.0,4,10,1,0.0,6,4,1,340,8,19,136,92,1,3306,8,19,133,82,1987,8.0,4.0,2.0,0.1966781059401588,2.0,3.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
66,1.0,13.0,7,19,134,21376,2.0,2.0,10,28,1,1.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,1968,3.1,6.0,2.0,-0.1453627484072038,3.0,1.0,-2.0756679,-0.041041251,7,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
54,1.0,13.0,7,19,134,21376,5.0,1.0,3,13,1,1.0,6,4,1,340,8,19,136,92,1,3976,8,19,133,82,0,8.1,6.0,3.0,-1.171485311449292,3.0,4.0,-0.94753951,0.79010016,7,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
37,1.0,17.0,7,19,201,21379,3.0,2.0,7,14,1,0.0,6,4,0,2513,16,38,404,35,1,16,8,19,200,82,1988,7.1,6.0,1.0,0.3106917240559465,2.0,2.0,-0.94753951,0.79010016,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
58,1.0,17.0,7,19,201,21379,6.0,2.0,4,43,6,0.0,7,4,1,1519,7,20,199,92,1,934,7,20,196,82,2006,7.1,7.0,3.0,0.1966781059401588,4.0,2.0,-2.0756679,0.79010016,7,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
36,2.0,19.0,7,19,201,21379,6.0,2.0,0,11,6,0.0,7,4,1,1860,7,20,306,92,1,4221,13,29,341,82,2010,7.0,4.0,2.0,0.4817121512296279,2.0,3.0,0.18058881,-0.87218261,7,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
53,2.0,20.0,7,19,201,21385,4.0,2.0,9,25,1,2.0,6,4,1,1350,8,19,203,92,1,107,8,19,200,82,0,7.8,6.0,3.0,1.336814287098035,4.0,3.0,1.3087171,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
44,1.0,18.0,7,19,201,21386,4.0,,3,40,1,1.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,1999,6.0,4.0,3.0,-1.000464884275611,4.0,3.0,-2.0756679,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
54,1.0,17.0,7,19,201,21388,3.0,2.0,10,28,6,0.0,7,4,1,814,5,12,133,92,1,1647,5,12,130,82,1992,9.2,0.0,2.0,2.02089599579276,3.0,2.0,-0.94753951,-0.041041251,7,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
68,1.0,16.0,7,19,201,21391,3.0,1.0,6,21,6,0.0,7,4,1,2090,8,38,340,92,1,4077,8,38,337,82,2011,7.0,4.0,2.0,0.5387189602875215,3.0,1.0,0.18058881,0.79010016,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
55,1.0,18.0,7,19,201,21391,4.0,4.0,1,42,1,2.0,0,4,1,1350,8,19,203,92,1,3574,8,19,200,82,0,8.8,6.0,2.0,-0.0883559393493102,4.0,2.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
53,1.0,18.0,7,19,201,21391,5.0,1.0,3,13,1,2.0,6,4,1,1350,8,19,203,92,1,2639,8,19,200,82,0,8.8,6.0,2.0,-0.0883559393493102,2.0,2.0,-0.94753951,0.79010016,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
24,1.0,18.0,7,19,201,21394,6.0,,3,40,1,1.0,6,4,1,905,8,3,128,92,1,239,8,3,125,82,2020,8.0,4.0,2.0,-1.228492120507186,0.0,4.0,-0.94753951,0.79010016,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
52,2.0,20.0,7,19,201,21401,2.0,1.0,9,25,6,0.0,7,4,1,2222,8,19,363,92,1,458,8,19,360,82,0,9.0,6.0,2.0,1.10878705086646,2.0,3.0,1.3087171,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
59,1.0,18.0,7,19,134,21423,3.0,4.0,6,18,1,0.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,1996,8.4,6.0,2.0,0.0826644878243711,3.0,3.0,1.3087171,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
62,2.0,19.0,7,19,134,21423,6.0,,10,28,6,0.0,7,4,1,2292,1,26,356,92,1,4478,1,26,353,82,2009,6.5,4.0,3.0,0.1966781059401588,3.0,4.0,1.3087171,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
60,1.0,15.0,7,19,134,21423,2.0,3.0,8,24,1,0.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,2012,7.8,6.0,2.0,0.1966781059401588,2.0,2.0,0.18058881,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
30,2.0,19.0,7,19,134,21423,6.0,,0,27,6,0.0,7,4,1,1792,3,2,138,92,1,3426,3,2,135,82,1997,8.0,4.0,3.0,-0.1453627484072038,3.0,1.0,1.3087171,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
57,1.0,18.0,7,19,134,21423,2.0,1.0,2,7,6,0.0,7,4,1,2422,8,19,136,92,1,3334,8,19,133,82,0,6.6,0.0,2.0,1.735861950503291,1.0,3.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
63,0.0,9.0,7,19,134,21423,5.0,3.0,10,28,6,2.0,7,4,1,55,7,20,373,92,1,4281,7,20,370,82,2021,7.1,0.0,3.0,0.1396712968822652,3.0,3.0,0.18058881,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
65,1.0,12.0,7,19,134,21423,5.0,4.0,10,28,6,1.0,7,4,1,1958,14,30,331,92,1,3848,14,30,328,82,1988,6.6,0.0,2.0,-0.9434580752177172,3.0,3.0,-0.94753951,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
64,1.0,18.0,7,19,134,21423,5.0,2.0,10,28,6,0.0,7,4,1,1739,7,20,199,92,1,3386,7,20,196,82,0,8.1,4.0,3.0,-1.228492120507186,0.0,3.0,0.18058881,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
68,1.0,18.0,7,19,134,21423,6.0,2.0,6,21,1,1.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,1977,7.5,6.0,2.0,1.450827905213823,3.0,4.0,0.18058881,0.79010016,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
63,1.0,18.0,7,19,134,21423,2.0,2.0,4,10,1,2.0,6,4,1,1712,8,19,136,92,1,3334,8,19,133,82,0,8.0,6.0,3.0,-0.0883559393493102,3.0,1.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
34,1.0,14.0,7,19,134,21423,5.0,,3,3,6,0.0,7,4,1,814,5,12,133,92,1,1647,5,12,130,82,2015,7.7,0.0,2.0,0.1396712968822652,2.0,3.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
28,1.0,17.0,7,19,134,21423,4.0,2.0,3,13,6,0.0,7,4,0,2513,16,38,404,28,1,1647,5,12,130,82,2018,8.5,0.0,3.0,-1.28549892956508,4.0,3.0,0.18058881,1.6212416,7,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
64,1.0,18.0,7,19,134,21423,5.0,2.0,4,43,6,0.0,7,4,1,2422,8,19,136,92,1,4717,8,19,133,82,0,1.0,7.0,2.0,-0.0883559393493102,2.0,2.0,1.3087171,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
52,1.0,15.0,7,19,134,21423,6.0,2.0,6,18,1,1.0,6,4,1,814,5,12,133,92,1,4717,8,19,133,82,1978,7.6,6.0,3.0,0.8807598146348846,3.0,2.0,1.3087171,-0.041041251,7,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
48,2.0,19.0,7,19,134,21423,3.0,2.0,9,25,1,2.0,6,4,1,2422,8,19,136,92,1,4717,8,19,133,82,0,5.5,2.0,3.0,1.165793859924354,3.0,3.0,0.18058881,-0.041041251,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
35,1.0,18.0,7,19,134,21423,3.0,4.0,8,38,1,0.0,6,4,1,2423,8,19,136,92,1,4718,8,19,133,82,0,7.1,2.0,1.0,1.906882377676973,0.0,2.0,1.3087171,-0.87218261,7,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
56,2.0,20.0,7,19,134,21435,6.0,,6,44,1,1.0,6,4,1,1350,8,19,203,92,1,2639,8,19,200,82,1965,9.1,4.0,3.0,-0.0883559393493102,2.0,2.0,0.18058881,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
74,1.0,16.0,7,19,134,21435,3.0,2.0,9,5,1,2.0,0,4,1,814,5,12,133,92,1,1647,5,12,130,82,1974,7.2,4.0,2.0,0.2536849149980525,2.0,3.0,0.18058881,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
54,1.0,18.0,7,19,134,21441,5.0,3.0,6,18,6,0.0,7,4,0,2513,16,38,404,19,1,1647,5,12,130,82,2019,6.0,4.0,2.0,-0.6584240299282483,1.0,3.0,0.18058881,0.79010016,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
72,1.0,14.0,7,19,134,21441,5.0,,10,28,6,0.0,7,4,1,814,5,12,133,92,1,1647,5,12,130,82,1981,1.0,0.0,3.0,-1.228492120507186,4.0,3.0,1.3087171,-0.87218261,7,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
25,0.0,11.0,7,19,134,21442,5.0,,9,35,1,2.0,6,4,1,1239,8,19,136,92,1,3298,8,19,133,82,0,4.1,6.0,3.0,-0.0883559393493102,3.0,3.0,0.18058881,-0.041041251,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
23,2.0,19.0,14,30,344,21465,4.0,,3,40,6,0.0,7,4,1,1574,7,20,215,92,1,3035,7,20,212,82,2011,5.5,2.0,3.0,-0.0883559393493102,4.0,3.0,0.18058881,-0.87218261,8,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
44,1.0,15.0,14,30,344,21465,3.0,2.0,4,39,1,2.0,6,4,1,814,5,12,133,92,1,1654,5,12,130,82,2010,6.0,6.0,2.0,-1.798560211086125,3.0,2.0,0.18058881,-0.87218261,8,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
63,0.0,11.0,14,30,148,21465,3.0,3.0,3,3,1,3.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,1988,3.7,4.0,2.0,0.6527325784033092,4.0,2.0,1.3087171,0.79010016,8,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
31,2.0,20.0,14,30,148,21465,6.0,,3,12,6,0.0,7,4,1,1809,14,30,345,92,1,1647,5,12,130,82,2012,7.0,6.0,2.0,1.165793859924354,2.0,1.0,-0.94753951,-0.041041251,8,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
73,2.0,19.0,14,30,344,21465,6.0,,0,27,1,1.0,6,4,1,1293,8,13,158,92,1,2546,8,13,155,82,1998,6.5,6.0,2.0,0.9947734327506724,3.0,3.0,0.18058881,-0.041041251,8,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
34,1.0,17.0,14,30,148,21465,6.0,,6,20,1,1.0,6,4,1,1999,7,20,329,92,1,735,7,20,196,82,0,6.1,6.0,2.0,0.1966781059401588,2.0,2.0,-0.94753951,-0.87218261,8,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
80,1.0,15.0,14,30,344,21465,4.0,1.0,10,28,1,0.0,6,4,1,557,9,38,98,92,1,1141,9,38,95,82,1970,8.5,6.0,3.0,0.1966781059401588,4.0,2.0,0.18058881,-0.87218261,8,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
32,1.0,14.0,14,30,148,21465,3.0,,4,43,6,0.0,7,4,1,814,5,12,133,92,1,1647,5,12,130,82,2000,8.3,6.0,2.0,0.0826644878243711,3.0,2.0,-0.94753951,0.79010016,8,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
18,1.0,16.0,14,30,344,21465,3.0,,7,14,6,0.0,7,4,1,217,7,20,374,92,1,3543,14,30,342,82,2003,8.7,6.0,3.0,-1.228492120507186,3.0,1.0,1.3087171,-0.87218261,8,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
68,1.0,12.0,14,30,148,21481,2.0,,10,28,1,0.0,0,4,1,1867,0,35,361,92,1,4314,0,35,358,82,1982,8.0,2.0,3.0,1.051780241808566,3.0,2.0,0.18058881,-0.87218261,8,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
52,1.0,17.0,14,30,148,21493,5.0,1.0,3,13,6,1.0,7,4,1,663,14,30,150,92,1,902,8,19,133,82,0,5.2,4.0,2.0,-0.0883559393493102,2.0,2.0,0.18058881,-0.87218261,8,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,2.0,19.0,14,30,148,21493,4.0,1.0,3,13,6,0.0,7,4,1,1555,3,2,269,92,1,3599,3,2,266,82,2016,7.0,6.0,2.0,-0.0883559393493102,3.0,2.0,0.18058881,0.79010016,8,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
51,2.0,20.0,14,30,148,21493,3.0,1.0,10,28,6,0.0,7,4,1,2182,8,37,90,92,1,2542,8,37,87,82,1998,7.2,4.0,1.0,0.5387189602875215,2.0,3.0,0.18058881,-0.87218261,8,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
70,1.0,18.0,14,30,148,21502,5.0,2.0,9,26,6,0.0,7,4,1,1492,9,22,231,92,1,2910,9,22,228,82,1978,2.0,6.0,2.0,0.4817121512296279,2.0,3.0,0.18058881,-0.87218261,8,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
63,2.0,19.0,14,30,148,21502,6.0,6.0,10,28,1,0.0,6,4,1,38,0,14,24,92,1,1647,5,12,130,82,0,9.1,6.0,2.0,0.1966781059401588,2.0,4.0,0.18058881,-0.041041251,8,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
73,1.0,16.0,14,30,148,21502,5.0,3.0,4,43,6,0.0,7,4,1,511,0,38,265,92,1,397,2,1,32,82,1990,8.2,6.0,3.0,0.2536849149980525,3.0,4.0,1.3087171,-0.041041251,8,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
42,1.0,14.0,14,30,148,21502,3.0,1.0,3,13,6,0.0,7,4,1,814,5,12,133,92,1,1647,5,12,130,82,2006,3.3,4.0,2.0,-1.627539783912443,2.0,2.0,-0.94753951,0.79010016,8,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
55,1.0,18.0,14,30,148,21502,2.0,,4,43,6,0.0,7,4,1,508,9,38,300,92,1,1647,5,12,130,82,2007,6.6,4.0,3.0,0.1966781059401588,2.0,2.0,1.3087171,-0.87218261,8,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
51,1.0,13.0,14,30,344,21509,5.0,,2,7,1,0.0,6,4,1,223,2,1,33,92,1,1647,5,12,130,82,1985,9.0,6.0,2.0,1.678855141445398,0.0,2.0,0.18058881,-0.87218261,8,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
45,2.0,20.0,14,30,344,21509,6.0,2.0,3,12,6,0.0,7,4,1,1751,3,2,279,92,1,3421,3,2,276,82,2002,7.2,6.0,2.0,1.279807478040141,1.0,3.0,-0.94753951,-0.87218261,8,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
60,1.0,13.0,14,30,344,21509,4.0,,4,8,1,1.0,6,4,1,1078,14,30,173,92,1,1647,5,12,130,82,2020,4.4,6.0,2.0,-0.0313491302914166,2.0,4.0,-2.0756679,1.6212416,8,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
49,2.0,20.0,14,30,148,21516,6.0,1.0,10,28,6,0.0,7,4,1,157,12,5,97,92,1,3863,12,5,94,82,1998,8.3,2.0,0.0,-0.6584240299282483,2.0,4.0,-2.0756679,1.6212416,8,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
59,1.0,15.0,14,30,148,21524,3.0,3.0,10,28,1,1.0,6,4,1,814,5,12,133,92,1,1647,5,12,130,82,1978,7.5,4.0,3.0,1.10878705086646,3.0,3.0,0.18058881,-0.87218261,8,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
24,2.0,21.0,7,19,339,21614,4.0,,10,28,6,0.0,7,4,1,814,8,38,133,92,1,4876,16,38,401,82,0,,0.0,2.0,0.1966781059401588,2.0,2.0,-0.94753951,0.79010016,7,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
60,0.0,8.0,7,19,339,21614,3.0,,10,28,1,0.0,0,4,1,2472,1,36,399,92,1,3544,14,30,342,82,2010,8.1,6.0,3.0,-1.114478502391399,4.0,1.0,-0.94753951,0.79010016,7,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
56,2.0,20.0,7,19,339,21614,4.0,1.0,3,12,1,1.0,6,4,1,814,5,12,133,92,1,696,8,19,337,82,0,1.0,6.0,3.0,1.678855141445398,4.0,4.0,1.3087171,-0.87218261,7,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
72,1.0,18.0,7,19,339,21614,6.0,,10,28,6,0.0,7,4,1,814,5,12,133,92,1,1647,5,12,130,82,1979,7.2,4.0,3.0,0.2536849149980525,3.0,3.0,-0.94753951,0.79010016,7,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
33,1.0,12.0,7,19,339,21614,5.0,,3,13,6,0.0,7,4,1,2369,13,29,137,92,1,2022,13,29,134,82,0,5.0,4.0,1.0,0.2536849149980525,2.0,2.0,-0.94753951,0.79010016,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
32,1.0,18.0,7,19,134,21629,3.0,1.0,4,43,6,0.0,7,4,1,814,5,12,133,92,1,2964,8,19,133,82,0,4.8,4.0,2.0,1.792868759561186,0.0,2.0,1.3087171,-0.87218261,7,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
58,2.0,20.0,7,19,134,21629,3.0,2.0,4,8,6,0.0,7,4,1,408,6,6,66,92,1,3615,6,6,122,82,1994,9.1,4.0,3.0,-1.912573829201912,3.0,1.0,1.3087171,-0.87218261,7,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
